Date,Name,Year,Letterboxd URI,Rating,Review,Tags,Watched Date
2017-10-22,Unacknowledged,2017,https://letterboxd.com/jojonium/film/unacknowledged/,4,"This documentary surprised me by raising some points that aren't usually talked about in UFO discussions such as false flags, alien reproduction vehicles, the link between UFO events and nuclear weapons, Project Blue Book, media control, JFK, Marilyn Monroe, new energy sources, the elected government being out of the loop on black budget projects, and other things. There is some really great information in there, and they interviewed some interesting people. Dr. Steven Greer is great. The production values are unusually high for the subject matter, and it's well directed with some snazzy visuals and music. It's hard to know exactly what is true, what is deliberately leaked to create confusion, and what is completely false, but I think <i>Unacknowledged</i> does a good job of presenting many different angles and aspects of UFO phenomena.",,2017-10-21
2017-10-22,Lake Mungo,2008,https://letterboxd.com/jojonium/film/lake-mungo/,3.5,"<a href=""https://letterboxd.com/jojonium/list/the-night-hooptober-came-home-hoop-tober/""><b>Hoop-Tober 4.0: Day 21</b></a>

<i>Lake Mungo</i> nails the documentary style better than any other film I've seen. All the way through it feels like a real documentary. The acting is very genuine, the camera is always unmoving, and the zooming and panning over photographs and video tapes feels very documentary-like. Sadly the illusion is dispelled at the last moment by the real credits at the end.
This may be the first film of <a href=""https://letterboxd.com/jojonium/list/the-night-hooptober-came-home-hoop-tober/"">Hoop-Tober 4.0</a> that actually unsettled me. Thanks to the extreme dedication to the documentary style, the ghostly subject matter really feels unnerving. However, just when the film had reached a point where it got really under my skin, they dial it back instead of turning it up to ten. And then it just sort of ends, with only a slight hint of horror in the closing credits. Still, I recommend it, and it did spook me, I'm just disappointed it didn't go any further.",hooptober4.0,2017-10-21
2017-10-22,2001: The Making of a Myth,2001,https://letterboxd.com/jojonium/film/2001-the-making-of-a-myth/,3,Interesting insights from people who worked on <i>2001: A Space Odyssey</i> and space/science/technology people who liked it. Worth a watch if you enjoyed the greatest movie of all time as much as I did.,,2017-10-21
2017-10-23,Architects & Engineers: Solving the Mystery of WTC 7,2011,https://letterboxd.com/jojonium/film/architects-engineers-solving-the-mystery-of-wtc-7/,3.5,"Only 15 minutes long, this is filled with undeniable facts about the strange circumstances concerning the destruction of WTC 7 on 9/11. It comes to the conclusion that the official story offered by NIST is not only false but impossible. Important and interesting stuff.

https://youtu.be/_nyogTsrsgI",youtube,2017-10-22
2017-10-23,Skygate 911,2014,https://letterboxd.com/jojonium/film/skygate-911/,3.5,"This short documentary juts bombards you with inconsistencies between the official story of 9/11 and the actual data from FOIA requests, witnesses, and reported evidence. It's all from an aviation point of view, and raises issues with the official story without proposing an alternative hypothesis. 

https://youtu.be/k3NyFX9ZJsQ",youtube,2017-10-22
2017-10-23,Side Effects,2013,https://letterboxd.com/jojonium/film/side-effects-2013/,4,"Jude Law is an absolute savage. I really enjoyed <i>Side Effects</i>, it's an interesting and original story with good writing and acting, solid music, and a great ending. I never like when a film just has a character just explain the plot twist to the audience (especially since we can figure everything out on our own without the explanation). It wasn't too egregious in this, but it still rubs me the wrong way. Still, I had fun with <i>Side Effects</i> and the twists legitimately surprised me, which is more than I can say for most films.",,2017-10-22
2017-10-23,Stanley Kubrick's Boxes,2008,https://letterboxd.com/jojonium/film/stanley-kubricks-boxes/,3,"The more I learn about Stanley Kubrick, the more interesting he is. The guy was an absolute madman, but an unparalleled genius at the same time. Worth a watch if you want to know more about his creative process and life.",,2017-10-22
2017-10-23,Possession,1981,https://letterboxd.com/jojonium/film/possession/,4.5,"<a href=""https://letterboxd.com/jojonium/list/the-night-hooptober-came-home-hoop-tober/""><b>Hoop-Tober 4.0: Day 22</b></a>

Not a good first date movie.

I don't even know how to review <i>Possession</i>. It's that creeping, oppressive, central European style of horror that just weighs down on everything. The deeply troubled lives, psyches, and relationships of the characters are more terrifying than the bloody tentacles.",hooptober4.0,2017-10-22
2017-10-23,"Steamboat Bill, Jr.",1928,https://letterboxd.com/jojonium/film/steamboat-bill-jr/,3.5,"Buster Keaton never ceases to amaze me. The guy was truly talented. The way he can fall on the top of his head from a standing position and then get back up all in the span of a second is really impressive. The stunts in the storm sequence alone made this worthwhile, plus there are some great gags and slapstick throughout. Great acting all around, and the version I watched had some great piano music as an accompaniment too.

https://youtu.be/YPwVktn3DFs",youtube,2017-10-22
2017-10-23,Occult,2009,https://letterboxd.com/jojonium/film/occult/,3.5,"I'm discovering that I like these found footage/mockumentary films a lot more than I thought. This one wasn't as good as <i>Noroi</i>, also by Shiraishi, but I still enjoyed it. The plot is simple enough, but took a dramatic turn that I really didn't expect. The music was pretty good too. It was kind of weird that the epilogue takes place in the future, especially since the rest of it could be believable as a real documentary (aside from a brief instance of dodgy special effects). However, the final minute before the credits roll redeemed it all.",,2017-10-22
2017-10-24,Vanilla Sky,2001,https://letterboxd.com/jojonium/film/vanilla-sky/,3.5,"<i>Eyes Wide Shut</i> is a relationship drama where Tom Cruise can't tell what's real and what's a dream while his significant other is awful to him. <i>Vanilla Sky</i> is a relationship drama where Tom Cruise can't tell what's real and what's a dream while he's awful to his significant other.
The music and cinematography are pretty good in this, and quite clever (related to the twist, which I won't spoil). It has a very early-2000s vibe. The twist was interesting, and the plot twist surprised me even if it was kind of dumb. I feel the story could have been executed better, but it's certainly not bad.",,2017-10-23
2017-10-24,Rosemary's Baby,1968,https://letterboxd.com/jojonium/film/rosemarys-baby/,4.5,"<a href=""https://letterboxd.com/jojonium/list/the-night-hooptober-came-home-hoop-tober/""><b>Hoop-Tober 4.0: Day 23</b></a>

Talk about a slow burn. And yet, even through the seemingly innocent days of happy families and chatting with the neighbors, there's always something sinister lurking just beneath the surface. Guy's passive aggression. The way Minnie talks. Roman's pierced ears. June 1966, the month the baby is due. It's executed excellently to create this pervasive feeling that something is truly <i>wrong</i>, even if you can't place exactly what it is.",hooptober4.0,2017-10-23
2017-10-25,Paths of Glory,1957,https://letterboxd.com/jojonium/film/paths-of-glory/,5,"Beautifully shot and surprisingly emotional. Three decades before Kubrick's <a href=""https://letterboxd.com/film/full-metal-jacket/"">other war film</a>, <i>Paths of Glory</i> is a masterpiece of its genre. ",,2017-10-24
2017-10-25,The Conspiracy,2012,https://letterboxd.com/jojonium/film/the-conspiracy/,1.5,"It started out kind of promising, but then it just dragged on and the ending was pretty dumb.",,2017-10-24
2017-10-25,The Poughkeepsie Tapes,2007,https://letterboxd.com/jojonium/film/the-poughkeepsie-tapes/,4,"<a href=""https://letterboxd.com/jojonium/list/the-night-hooptober-came-home-hoop-tober/""><b>Hoop-Tober 4.0: Day 24</b></a>

<i>""To be perfectly honest, I don't think either of us are going to want you alive for the things I'm going to do with you.""</i>

This is my new gold standard for mockumentary/found footage films. It feels absolutely authentic, from the interviews to the old news footage to the dramatic reenactment. The old, degraded VHS effects were used very well to increase the atmosphere of brutality. They just couldn't resist putting the real credits at the end though. I hate that, if <i>Noroi</i> could have no credits than you can too. One more nit to pick: the sound effect they chose to play every time it switches to footage from one of the tapes is very loud and annoying. Regardless, <i>The Poughkeepsie Tapes</i> is a viciously realistic portrait of a truly intelligent killer, and certainly not for the squeamish.",hooptober4.0,2017-10-24
2017-10-25,The Naked Gun 33⅓: The Final Insult,1994,https://letterboxd.com/jojonium/film/the-naked-gun-33-the-final-insult/,3.5,"<i>""Like a blind man at an orgy, I was going to have to feel things out""</i>

More of the Naked Gun. I can't complain about that. The final act focused too much on pop culture references, but still a great comedy overall.",,
2017-10-25,This House Has People in It,2016,https://letterboxd.com/jojonium/film/this-house-has-people-in-it/,3.5,"Unique, creative, and actually kind of scary. 

https://youtu.be/x-pj8OtyO2I",youtube,2017-10-24
2017-10-26,The Raid,2011,https://letterboxd.com/jojonium/film/the-raid-2011/,3.5,"<i>The Raid</i> knows exactly what it is, and doesn't pretend to be anything else. It's a pure action movie: no romance, comedy, or drama to distract from the action. And the action is well executed, from the intense gunfights to the well choreographed melee brawls. The pacing is relentless, with the whole film basically being a series of action sequences and nothing else. And a lot of it is quite creative and brutal. There was a little too much shaky cam for my tastes, but aside of that the camerawork is pretty good. Great music too.",,2017-10-25
2017-10-26,The Mummy,1932,https://letterboxd.com/jojonium/film/the-mummy/,2.5,"<a href=""https://letterboxd.com/jojonium/list/the-night-hooptober-came-home-hoop-tober/""><b>Hoop-Tober 4.0: Day 25</b></a>

The Letterboxd genre tags misled me, this isn't a horror movie, it's just a drama. And a pretty mediocre one too. Karloff's performance was good, but the rest of the acting was off in that way early talkies sometimes are. The plot was a little convoluted, and overall it just wasn't very memorable or unique.",hooptober4.0,2017-10-25
2017-10-27,Cannibal Holocaust,1980,https://letterboxd.com/jojonium/film/cannibal-holocaust/,3,"<a href=""https://letterboxd.com/jojonium/list/the-night-hooptober-came-home-hoop-tober/""><b>Hoop-Tober 4.0: Day 26</b></a>

The actual killing of animals, the use of real members of native tribes, and the shaky handheld 16mm camera footage are all used to great effect in creating an atmosphere of authenticity. This authenticity is the film's strongest point. The acting isn't great, and the plot is really nothing special, but the sheer brutality and great music make this an effective horror movie.",hooptober4.0,2017-10-26
2017-10-28,Dracula,1931,https://letterboxd.com/jojonium/film/dracula/,3,"<a href=""https://letterboxd.com/jojonium/list/the-night-hooptober-came-home-hoop-tober/""><b>Hoop-Tober 4.0: Day 27</b></a>

The very definition of a classic, <i>Dracula</i> (along with the earlier <i>Nosferatu</i>) has defined how vampires have been represented for over 80 years. Bela Lugosi's performance as Count Dracula is great, and makes up for the questionable acting from some other characters. This film was based on a play, and it's made clear from the way shots are framed and sets are made. Like the other classic Universal monster movies I've watched, <i>Dracula</i> is more of a drama than a horror film by modern standards.",hooptober4.0,2017-10-27
2017-10-30,Phantasm,1979,https://letterboxd.com/jojonium/film/phantasm/,2.5,"<a href=""https://letterboxd.com/jojonium/list/the-night-hooptober-came-home-hoop-tober/""><b>Hoop-Tober 4.0: Day 28</b></a>

Nice music, and a great ending. It has this weirdly comfy feel to it, like a 70s kids movie. A lot of the acting is pretty bad, and it relied on jump scares and was never really spooky.",hooptober4.0,2017-10-29
2017-10-31,Japan: A Story of Love and Hate,2008,https://letterboxd.com/jojonium/film/japan-a-story-of-love-and-hate/,3,"Japan is a depressing place. This documentary was very personal, but shed light on many of the problems facing Japanese society as a whole. Great music choices for the soundtrack, and I like Sean McAllister's editing style.

https://youtu.be/QH-kNnq7mFM",youtube,2017-10-30
2017-11-02,The Shining,1980,https://letterboxd.com/jojonium/film/the-shining/,5,"<a href=""https://letterboxd.com/jojonium/list/the-night-hooptober-came-home-hoop-tober/""><b>Hoop-Tober 4.0: Day 31</b></a>

No review I can write could do this masterpiece of horror justice, so I'm just going to list some things I like about it:
The Steadicam tracking shots are great, especially the ones following Danny on his bike (Kubrick actually worked with the inventor of the Steadicam to invent a new version of it for these shots).
The set designs are perfect: memorable, unique, and incredibly unnerving.
Jack Nicholson's acting is great.
The dialogue between Jack and Danny always creeps me out.
The helicopter shots in the opening scene are fantastic.
Jack's magical color-changing typewriter.
The three most memorable bathrooms in film.
The fact that Stephen King hated it.","hooptober4.0, beta",2017-10-31
2017-11-03,The Ninth Gate,1999,https://letterboxd.com/jojonium/film/the-ninth-gate/,2,"<a href=""https://letterboxd.com/jojonium/list/the-night-hooptober-came-home-hoop-tober/""><b>Hoop-Tober 4.0: Day 29</b></a>

A lot of the dialogue is garbage, but I like the occult themes and the slow-building sense of mystery. The music is nice, and the cinematography is generally decent. The plot dragged along through most of it. I could see the twist ending coming a mile away, and it still felt dumb. It also makes the rest of the movie feel kind of pointless.",hooptober4.0,2017-11-02
2017-11-03,Good Time,2017,https://letterboxd.com/jojonium/film/good-time/,4,"<i>""Don't be confused. It's just gonna make it worse for me""</i>

All these close-ups are giving me claustrophobia. Also, there is a page from Matt Furie's ""Boy's Club"" shown in this movie. That's all you need to know.

The music is god-tier, and works really well with the close-up heavy visual style to create this extremely intense, nerve wracking atmosphere. Unlike <i>Baby Driver</i>, when things go wrong in this heist movie it's for a logical reason: Connie underestimates the cops, or makes a realistic mistake, or people don't react the way he expects them to. It makes the flow of the plot feel much more organic and plausible. It also builds genuine tension. The protagonists are always barely one step ahead of the police, kept alive only by Connie's ability to improvise and adapt.",,2017-11-02
2017-11-04,The Mothman Prophecies,2002,https://letterboxd.com/jojonium/film/the-mothman-prophecies/,2.5,"I like the mystery elements, and some of the imagery is nice, but the ending was really unsatisfying and anticlimactic. The cinematography was all over the place in terms of style and quality. The music was good, but the sound mixing made it hard to hear what characters were saying.",beta,2017-11-04
2017-11-05,Kwaidan,1964,https://letterboxd.com/jojonium/film/kwaidan/,3.5,"<a href=""https://letterboxd.com/jojonium/list/the-night-hooptober-came-home-hoop-tober/""><b>Hoop-Tober 4.0: Day 30</b></a>

I'm not a big fan of anthologies, but I think <i>Kwaidan</i> executed the concept well. The cinematography, set design, and costume design are all beautiful, and it uses color and framing very well. The stories vary in quality, and none are really scary, but they're all stylish and interesting.",hooptober4.0,2017-11-04
2017-11-06,Waco: The Rules of Engagement,1997,https://letterboxd.com/jojonium/film/waco-the-rules-of-engagement/,3.5,"It amazes me that one of the most blatant acts of government tyranny in U.S. history has been almost forgotten by the general population only 24 years later.

https://youtu.be/i4yduNB-QwY",youtube,2017-11-05
2017-11-09,Kill List,2011,https://letterboxd.com/jojonium/film/kill-list/,2.5,"Darkness can make things spooky to an extent, but after a certain point when you can't tell what's going on it's just confusing. That combined with the overuse of handheld camera work and amateurish cinematography made the last act kind of hard to follow. Still, I liked the characters, and the progression of the plot from drama to action to horror was done very well.",,2017-11-08
2017-11-10,Speed Racer,2008,https://letterboxd.com/jojonium/film/speed-racer/,4.5,"It's like Mario Kart meets <i>Redline</i>. I can't remember the last time I watched a movie as dedicated to just being cool and fun as <i>Speed Racer</i>. It takes a while to get used to the visual style, but it's so colorful and unique that it's all worth it. The action scenes are great, with some interesting camera work and effects. The costume designs, sets, acting, special effects, shot transitions, even the pacing all imitate the anime style better than any other live action film I've seen. The music is great, and although it has serious moments it never takes itself so seriously that it compromises the fun. The plot is a little convoluted, but it's mostly just an excuse for setting up cool action scenes.",,2017-11-09
2017-11-10,Death Race 2000,1975,https://letterboxd.com/jojonium/film/death-race-2000/,2.5,"Wow, they were pretty wrong about how the U.S. turned out. It is kind of funny that literal Nazis are a legitimate and popular faction and the government blames terrorist attacks on the French. Although it is a cool concept, the film takes itself way too seriously. The racing scenes were mediocre and the kills are never very entertaining (mostly because of poor special effects). I like the car and costume designs, and the music is decent, but it isn't enough to save <i>Death Race 2000</i> from mediocrity.",,2017-11-09
2017-11-11,I Can See You,2008,https://letterboxd.com/jojonium/film/i-can-see-you/,2.5,"The acting was really bad. I like the slow burn and the music was really good. The singing sequence out of nowhere and the ending were great, but everything else was painfully mediocre, and as a whole it didn't work. You can tell the director really wanted to imitate David Lynch.",,2017-11-10
2017-11-12,This Is Spinal Tap,1984,https://letterboxd.com/jojonium/film/this-is-spinal-tap/,4,"<i>""But you're not as confused as him, are you? I mean, it's not your job to be as confused as Nigel.""</i>

Quotable, hilarious, and clever. The best parodies and satires are the kind where you don't need to know much about the thing that's being parodied for it to still be funny (see <i>Airplane!</i>). The characters are brilliantly written, and the acting is great.",beta,2017-11-11
2017-11-12,Blade of the Immortal,2017,https://letterboxd.com/jojonium/film/blade-of-the-immortal/,2.5,"Cool costume designs, and the scenery is really nice. There are some good shots, and color is used very well. The story is quite repetitive, and the characters are basically two dimensional cliches. The action scenes done well, but nothing spectacular. Reminds me of Katanagatari in a lot of ways, but Katanagatari's strength came from its amazing characters. Without good characters the fights are nothing but filler.",,2017-11-11
2017-11-13,The Thief and the Cobbler: Recobbled Cut,2013,https://letterboxd.com/jojonium/film/the-thief-and-the-cobbler-recobbled-cut/,4,"The animation is amazing, some of the most fluid and creative I've ever seen. The character designs are great, and they all move in unique ways. I love the perspective tricks and optical illusions with the backgrounds too. While visually stunning, the plot is nothing special and the pacing isn't great. It's a shame it was never properly finished.

https://www.youtube.com/playlist?list=PL18B0CA620B61D076",youtube,2017-11-12
2017-11-14,The Web,2013,https://letterboxd.com/jojonium/film/the-web-2013/,3,"<i>""I'm a hacker, not a slacker.""</i>

Finally, an accurate portrayal of what it's like to be a computer science major

https://youtu.be/XD3nq0eECz4",youtube,2017-11-13
2017-11-14,World of Tomorrow,2015,https://letterboxd.com/jojonium/film/world-of-tomorrow/,4,"I love the style, but the substance didn't go far enough. It plays with interesting ideas and themes without ever exploring them fully or dedicating enough time to them. Still, I enjoyed it and it was unique, and that's good enough for me.",netflix,2017-11-13
2017-11-14,Free Fire,2016,https://letterboxd.com/jojonium/film/free-fire/,2,"Sure it's stylish, but drawing out an average quality gunfight to over an hour is bound to get boring eventually. There are too many characters thrown at us from the start, and we don't really get to know most of them. The ones that do get fleshed out are at least decent, but it's not enough to save this film. It builds some good tension in the beginning, but loses it once the shooting starts. Nobody seems to mind getting shot very much, and they can all tank way too many bullets, so there's no real stakes.",,2017-11-13
2017-11-15,How They Get There,1997,https://letterboxd.com/jojonium/film/how-they-get-there/,2.5,"A fun three minute short with good music. What more could you want?

https://youtu.be/i2hTt2FxIYw",youtube,2017-11-14
2017-11-15,Fantastic Planet,1973,https://letterboxd.com/jojonium/film/fantastic-planet/,3.5,"I love the art style, and the alien creature, landscape, and machinery designs are truly creative. <i>Fantastic Planet</i> is constantly outdoing itself with something new and amazing to look at in nearly every frame. That said, the animation is not smooth at all. The message is a little heavy-handed and overdone, but they way it was executed is unlike anything I've seen before.",,2017-11-14
2017-11-15,Zeitgeist,2007,https://letterboxd.com/jojonium/film/zeitgeist/,3,"I realize it was more edgy and anti-establishment to hate on Christianity in 2007, but the first part of this was still super cringey. I could practically feel a fedora and neckbeard growing out of my head. It completely ignores all of Christianity's contributions in the realms of philosophy, medicine, history, and knowledge in general, while perpetuating half-truths and outright lies. The monomyth stuff was interesting though.
Anyway, after the fedora-tipping ends, the second and third parts are actually very good. The categorical look at every aspect of the official 9/11 story was done very well, and it connected nicely with the segment on the history of false flags leading to war. The Federal Reserve section had lots of good history and information without spending too much time on the little details. I can see why the Letterboxd community hates this.
The production values and editing are kind of amateurish, but overall it was a well put-together documentary. Would have been 4/5 without the first part though.

https://youtu.be/20SR1tzpmug",youtube,2017-11-14
2017-11-17,Valerian and the City of a Thousand Planets,2017,https://letterboxd.com/jojonium/film/valerian-and-the-city-of-a-thousand-planets/,3,"Never before have I seen a potentially great movie be so ruined by its own main characters. A mixture of awful writing, baffling casting, and terrible acting make Valerian and Laureline some of the most unlikable characters I've ever seen. They have absolutely no chemistry with each other, a problem which is only worsened by the clichéd script and their uninterested, monotonic delivery. Valerian and Laureline are also just jerks. They act like pompous ""too cool for school"" braggarts even to their direct superiors (and somehow get away with it). People want to root for honest underdogs, not arrogant dicks. They continue quipping and joking around seconds after several of their teammates are viciously torn apart by an alien monster.
The French's love of big government is very clear, as is their fear of guns. The nations of the world have all peacefully come together into the ""United Human Federation,"" ruled by some kind of oligarchical council. The first few minutes of the film are spent showing the progress of the International Space Station as it grows along with a multicultural crew of every race and origin, especially the Chinese (wouldn't want to miss out on access to the Chinese market). All the guns in <i>Valerian and the Script of a Thousand Clichés</i> are either some special nonlethal variety (like the slightly disturbing mind control gun), hilariously ineffective, or instant kill death rays, varying randomly depending on what the plot depends.
Speaking of plot, remember <i>Pocahontas</i> and <i>Avatar</i>? Now you also know the plot of <i>Valerian and the Native American Allegory</i>. A magical and peaceful native race lives peacefully and harmoniously for hundreds of years until the evil white man destroys their culture. A soldier from the aggressive side must fight own people to save the poor oppressed natives, etc. etc. 
Though it may not sound like it, I did actually like <i>Valerian and the Movie of a Thousand VFX Artists</i>. All the negative things I've said are really a shame, because there is some genuine creativity and talent on display here. The alien designs (though all basically humanoid) are pretty cool, and the environment and costume designs are colorful and unique. The military robots especially stood out to me. It's impressive that despite the extensive use of CGI, most of the time it didn't look too bad. If you like sci-fi spectacle, <i>Valerian and the Extremely Long Title</i> may be worth watching for that alone. I actually like that the plot gets constantly sidetracked, because the sidetracks are excuses to show off new and amazing things about the world, and are usually more interesting than than the plot they're distracting from.
Oh yeah, and the token Chinese character with like 3 lines saves the day, because we wouldn't want you to forget that <i>Valerian and the Blatant Chinese Pandering</i> was partially produced and financed by a Chinese company.",,2017-11-16
2017-11-18,Ghost in the Shell,1995,https://letterboxd.com/jojonium/film/ghost-in-the-shell/,4.5,"It's a lot harder to write about why a movie is good than why it's bad. <i>Ghost in the Shell</i> is a classic in so many ways, an essential staple of cyberpunk and science fiction. In this modern world of dumbed-down plots to appeal to the average consumer, it's refreshing to be completely immersed in the world of a film that refuses to hold the viewer's hand. Admittedly, it is kind of hard to follow on a first viewing, but it makes up for that with the stunning visuals, amazing machine designs, and mesmerizing soundtrack.",beta,2017-11-17
2017-11-18,Kung Fu Hustle,2004,https://letterboxd.com/jojonium/film/kung-fu-hustle/,4,"<i>Kung Fu Hustle</i> is a ridiculous mix of pop culture references (everything from Spider Man to <i>The Shining</i>), action movie cliches, and kung fu action. Despite the dodgy CGI, the fight scenes are cool and creative. The characters are colorful and memorable, and the music is great. ",,2017-11-17
2017-11-19,"Synecdoche, New York",2008,https://letterboxd.com/jojonium/film/synecdoche-new-york/,5,"<i>""Why did he kill himself?""</i>
""I don't know, why did you?""
<i>""What?""</i>
""I said why would you?""
<i>""Oh I don't know""</i>

I'm still processing this. Maybe I'll write a real review later.",,2017-11-18
2017-11-20,Videodrome,1983,https://letterboxd.com/jojonium/film/videodrome/,3.5,"David Cronenberg is into some weird stuff. I love the ""guy who thinks he's in control stumbles into something completely beyond what he thought of the world"" trope (see <i>Eyes Wide Shut</i> for the perfect example of this). The technology is obviously dated, but the themes of <i>Videodrome</i> apply to the world today more than ever. As always, Cronenberg's practical effects are great. James Woods is good as Max Renn, but some of the other acting is awkward and stilted. ",,2017-11-19
2017-11-20,Spring Breakers,2012,https://letterboxd.com/jojonium/film/spring-breakers/,2,"A swirling haze of drugs, sex, pop music, and crime, <i>Spring Breakers</i> is a stylish but ultimately vapid flick. The lighting and cinematography are actually quite nice, and most scenes are at least nice to look at (the copious nudity helps with that too). And I realize that the characters are selfish assholes on purpose, but they're still selfish assholes. I don't care what bad stuff happens to them, because they brought it all on themselves. The dialogue is all lots of talking about nothing at all (and again, I realize it was intentional but I can still feel myself losing brain cells every time ""Alien"" opens his mouth). It may be worth watching simply as a glimpse into lives of pure degeneracy and debauchery, but that's about all it's good for.",,2017-11-19
2017-11-21,Groundhog Day,1993,https://letterboxd.com/jojonium/film/groundhog-day/,4.5,"I normally don't like when comedies try to mix with serious genres like drama, but <i>Groundhog Day</i> manages to pull it off in the perfect way. Instead of detracting from it, the early comedy only enhances the later drama and romance. The two leads have great chemistry together, and this may be Bill Murray's best performance I've seen. The story, while predictable, unfolds perfectly as Phil's philosophy and motives evolve over the course of his very long day. Overall, Phil's journey is  funny, heartfelt, and surprisingly honest.",,2017-11-20
2017-11-23,Songs from the Second Floor,2000,https://letterboxd.com/jojonium/film/songs-from-the-second-floor/,3,"Sweden is a weird country. I feel like I didn't get <i>Songs from the Second Floor</i>, but at the same time I feel like it makes perfect sense. The camerawork is unique and interesting, the camera is almost always still overlooking a room, and the way characters move across the frame through these long still shots creates a natural flow to the imagery. The actors are all old, or ugly, or both. They experience real, but exaggerated, problems as they try to survive this weirdly dystopian Swedish city. It took a while for me to get the oddly dark humor, but I ended up liking it by the end.",,2017-11-22
2017-11-23,Geostorm,2017,https://letterboxd.com/jojonium/film/geostorm/,1.5,"Senate Oversight Committee hearings are never this short or dramatic. Also why have a hearing at all if you only needed to tell one guy one thing? The reason they call witnesses is to ask them questions. The weather-controlling satellites idea is cool, but the satellite designs are really dumb. What's the point of having the big net instead of having them all be independent? And why would a fucking satellite have a standard computer cooling fan in it? Anyway, so one of the satellites malfunctions and freezes a town in the desert (which is pretty cool actually, if you don't think about how that's possible). So instead of letting the international team members who are already on the space station fix it (which is, you know, their job), they need Gerard Butler to go fix it because he's the protagonist. Then we get this really weird action scene where there's another malfunction causing extreme heat in Hong Kong, which somehow causes underground oil pipes to explode and buildings to collapse, but doesn't kill anyone just from the heat. Then there's a badly written ""emotional"" scene between the main character and his daughter where someone accidentally turned up the bloom way too high. I'm here to see cities get destroyed, not for this cliché forced emotional bullshit. Also I think someone told the set designer that ""spinning space station = artificial gravity,"" but then they never followed through with anything that would make it actually plausible. Then there are a bunch more cliché scenes and we find out what anyone with a brain had already guessed: the malfunctions were intentional. And Max thinks it was caused by the President so that the international team takes the blame, but wasn't he the one that insisted they send a single American instead of an international team in the first place? You'd think Max would realize this makes no sense, especially since he was there. It's played off like a big plot twist, for some reason.
Still, I don't really care about all the clichés, the bad writing, the ignorance of physics, the weak characterization, the obligatory disaster movie dog that doesn't die. I'm just here to watch cities get destroyed. But <i>Geostorm </i>can't even deliver on that. I swear, there were only like ten minutes of actual weather disasters in the film. The titular geostorm never actually happens! I think there's more footage of destruction in space than on the ground. The weather scenes we did get were pretty cool, I liked the way the Chinese pandering character's windshield fogged up as soon as he got out of the heat zone. I just wish there had been more of them. It's the same problem <i>Godzilla </i>(2014) had: not enough of the destructive force the movie is named after.",,2017-11-22
2017-11-24,Capturing the Friedmans,2003,https://letterboxd.com/jojonium/film/capturing-the-friedmans/,3.5,"A really interesting look into the breakdown of a family. The narrative is clearly biased, but it's just ambiguous enough that I don't know what to believe. It's unique as a true crime story in that the point isn't ""did he do it?"" The directing is really good, and I liked that they avoided almost all exposition and narrative, instead letting the interviews speak for themselves.",,2017-11-22
2017-11-24,Lars and the Real Girl,2007,https://letterboxd.com/jojonium/film/lars-and-the-real-girl/,4,"I guess it's now official that any film with the Goose acting autistic in it is guaranteed to be good. <i>Lars and the Real Girl</i> is one of the most realistic and intimate portrayals of a certain type of person I've ever seen. Although I found it less believable because of some things, like how Lars still has attractive women chasing after him (I guess that's just what it's like to be the Goose), how literally the entire town is willing to accept him, and how everyone seems to be helpful and supportive of him all the time. I'm willing to forgive these because a) the movie would be incredibly depressing without them, and b) it genuinely got to me emotionally, which few films are able to do.",,2017-11-23
